identifier	taxonID	type	CVterm	format	language	title	description	additionalInformationURL	UsageTerms	rights	Owner	contributor	creator	bibliographicCitation
EC6DA359F5383F594B49EE88FD42C5C6.text	EC6DA359F5383F594B49EE88FD42C5C6.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Proboscidocoris malayus Reuter	<div><p>58. Proboscidocoris malayus Reuter,</p> <p>Naturhist. Hofmus. Wien, Ann. 22: 188, 1907.</p> <p>One male, Agana Swamp, June 26, sweeping grasses and Jussiaea, Usinger; one female, Piti, Sept. 1, rice seedling plot, Swezey.</p> <p>These differ slightly from Reuter's description, the apex of the scutellum and the lateral margins of the coria being narrowly pale. In this they agree with the nearly allied African punctaticollis Reuter but the golden pubescence mentioned for malayus is very conspicuous and is not present in the African species or in any of the Oriental species before me, including specimens from Java, Larat, Amboina, and Borneo.</p> <p>P. malayus is widespread in the Austro-Oriental region. Poppius (Archiv fiir Naturgesch. 80A:42, 1914) mentions the following localities: Java, Lombok, Malacca, Sumatra, Mentawei, Celebes, New Guinea, Philippines, Formosa, and Japan.</p> </div>	https://treatment.plazi.org/id/EC6DA359F5383F594B49EE88FD42C5C6	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F5383F584B45EBB8F8CBC52D.text	EC6DA359F5383F584B45EBB8F8CBC52D.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Lygus guamensis Usinger 1946	<div><p>59. Lygus guamensis, new species.</p> <p>Oval, polished, and uniformly clothed above with rather short, backwardly directed, pale hairs except on head where the hairs are shorter, more irregular, and directed upward or forward. General color fulvous to brownish ferrugineous. Antennae long, slender, and pale. Rostrum slightly exceeding apices of hind coxae.</p> <p>Head transverse, about two thirds as long as broad across eyes, 29: 42; produced less than half as far in front of eyes as length of an eye, 8: 20, the tylus, juga, and lora moderately swollen, the anteocular portion of head thus appearing short and. rounded at sides. Inner margins of eyes strongly concave near insertions of antennae, the interocular space at this point over twice as wide as narrowest width across vertex, 36: 16; vertex at narrowest point more than one third as wide as head including eyes, 16: 42. Vertex distinctly margined posteriorly, the ledge feebly arcuate and the actual hind margin of head strongly depressed behind this margin. Disk of head impunctate. Rostrum exceeding apices of hind coxae but not exceeding apices of hind trochanters, proportion of segn'lents 17: 20: 15: 20. Antennae shorter than body from head to apex of membrane, 150: 173, slender, the second segment very slightly and gradually thickened apically, proportion of segments 22: 68: 40: 20.</p> <p>Pronotum about one third longer than head, 38: 29, less than twice as broad across humeri as long, 64: 38, collar very narrow, half as thick as base of second antenna! segment, callosities poorly defined, the pronotal disk feebly depressed behind them, shallowly but evenly punctate. Side margins nearly straight, feebly arcuate anteriorly, hind margin broadly arcuate, feebly sinuate at middle. Scutellum moderately convex, impunctate but transversely rugose.</p> <p>Hemelytra moderately long, the membrane surpassing apex of cuneus but not reaching apex of abdomen. Surface of clavus, corium, and. even cuneus slightly roughened by shallow punctures, mostly at bases of hairs. Costal margin of corium moderately, evenly arcuate, one third longer than width of pronotum, 86: 64.</p> <p>Under surface very sparsely pubescent. Hind femora 4.5 times as long as greatest thickness. Tibiae with a few erect spines.</p> <p>Color pale fulvous on head and pronotum with brown and red oblique stripes at middle of head and generally reddish anterior portion of head. First and second antenna! segments entirely pale ochraceous, the last two segments embrowned. Rostrum ochraceous with reddish base and black apex. Disk of pronotum brown antero-laterally including outer portions of callosities and broadly brown posteriorly (not reaching humeri) except for narrow testaceous posterior margin. Scutellum pale fulvous to ochraceous with white apex and with two ill-defined reddish longitudinal vittae at middle. Hemelytra brownish ferrugineous, the costal margins narrowly pale basally and broadly pale at middle. Cuneus subhyaline, white laterally, red apically and along inner margin. Membrane uniformly, faintly clouded, the veins reddish. Under surface brown on thorax, ochraceous on abdomen, with reddish laterally. Legs pale, testaceous tinged with reddish, the hind femora, except at bases, brownish ferrugineous.</p> <p>Size: length 4.34 mm., width (hemelytra) 1.9 mm.</p> <p>Holotype female, Tuman Beach, May 30, taken from a spider web, Usinger.</p> <p>L. guamensis runs to rosaceus Poppius from Sumatra in Poppius' key to the Inda-Australian species (Hist.-Nat. Mus. Nat. Hung., Ann. 12: 337, 1914) but rosaceus lacks the brown basal portion of pronotum, has anarrower vertex, longer second antenna! segment and a relatively longer last antenna! segment.</p> </div>	https://treatment.plazi.org/id/EC6DA359F5383F584B45EBB8F8CBC52D	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F5393F5B4BDBEB0FF9F9C2B3.text	EC6DA359F5393F5B4BDBEB0FF9F9C2B3.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Lygus fullawayi Usinger 1946	<div><p>60. Lygus fullawayi, new species.</p> <p>Small, oval, covered with a fine pubescence of pale hairs above. Rostrum not quite reaching apices of hind coxae. Vertex distinctly margined. Color yellow with black clavus, inner apex of corium, and inner angle of cuneus. First two antenna! segments entirely pale.</p> <p>Head about one third broader across eyes than long, 39: 28; produced only one third as far in front of eyes as length of an eye, the tylus distinctly swollen and lora broadly rounded. Interocular space, in the male, 2.5 times as broad across antenna! concavities as at narrowest portion of vertex; two times as broad in the female. Vertex at narrowest point one fourth as wide as head across eyes in the male, one third as wide in the female. Vertex polished and impunctate, distinctly margined posteriorly, the actual posterior margin strongly depressed behind and beneath this concave ledge. Rostrum reaching but not surpassing hind coxae, proportion of segments 15: 13: 8: 14. Antennae shorter than body from head to tip of membrane, 125: 141, the second segment gradually and only feebly enlarged from base to apex; proportion of segments 20: 59: 31: 15.</p> <p>Pronotum about as long as head, 29:28, less than twice as broad across humeri as long, 51: 29, collar about as thick as base of second antenna! segment; disk rather evenly convex, the callosities scarcely elevated; disk finely and rather densely punctate; hind margin broadly arcuate and almost imperceptibly sinuate at middle.</p> <p>Scutellum moderately elevated, sloping posteriorly, the apex acute.</p> <p>Hemelytra relatively long, the apex of cuneus slightly exceeding tip of abdomen, costai margin of corium evenly arcuate, one fifth longer than width of pronotum. Disks of clavus and corium distinctly, shallowly punctate, disk of cuneus roughened.</p> <p>Under surface sparsely pubescent. Hind femora about four times as long as greatest thickness. Tibiae with stiff, erect bristles. Hind tarsi with first and second segments subequal.</p> <p>Left genital clasper of male broadly sickle-shaped, thickened basally and slightly narrowed toward the blunt apex. Right clasper very broad, widening apically, the upper apical angle produced into a short, slender, downward curved hook.</p> <p>Color yellowish ochraceous, the hind margin of pronotum narrowly white, eyes brown, apical two antenna! segments and apex of rostrum infuscated. Clavus black with brownish outer margins. Corium broadly at inner apex and inner angle of cuneus forming a large black area. Membrane generally embrowned with slightly paler veins. Under surface entirely pale, the abdomen brown dorsally. Apices of hind femora ringed with brown subapically.</p> <p>Size: male, length 3.5 mm., width 1.5 mm.; female, length 3.5 mm., width 1.6 mm.</p> <p>Holotype male, allotype female, and one paratype, Mt. Tenjo, May 3, on Piper guahamense, Usinger; one paratype, Machanao, Aug. 6, on Piper guahamense, Swezey; one paratype, Fullaway (1206); three paratypes, Tarague, May 17, Usinger. One of these paratypes has a red-tinged scutellum suggestive of the variety described below and the black area of the clavus is confined to the inner half on some specimens. Two specimens, Ritidian Point, April 16, Bryan.</p> <p>L. fullawayi runs to erimensis Poppius from New Guinea but that species is larger, differently colored, and has the last two antennal segments together somewhat longer than the second.</p> <p>This species is dedicated to D. T. Fullaway of the Board of Agriculture and Forestry, Honolulu, in recognition of his early insect survey of Guam.</p></div> 	https://treatment.plazi.org/id/EC6DA359F5393F5B4BDBEB0FF9F9C2B3	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F53A3F5B4B55EB6EFA1DC444.text	EC6DA359F53A3F5B4B55EB6EFA1DC444.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Lygus fullawayi var. rubroscutellatus Usinger 1946	<div><p>Lygus fullawayi variety rubroscutellatus, new variety.</p> <p>Structurally similar to the typical form but with the scutellum, meso- and metapleura and apical half of hind femora red.</p> <p>Holotype male, allotype female, and 14 paratypes, Upi Trail, May 5, on a small-leafed Ficus, Usinger; one paratype, Piti, May 2, on Cestrum pallidttm, Usinger; two additional specimens, Ritidian Point, June 2, Usinger.</p> </div>	https://treatment.plazi.org/id/EC6DA359F53A3F5B4B55EB6EFA1DC444	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F53A3F5A4B53EA27F980C33E.text	EC6DA359F53A3F5A4B53EA27F980C33E.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Lygus cruzi Usinger 1946	<div><p>61. Lygus cruzi, new species.</p> <p>Elongate-oval, convex above, the surface rugosely punctate and clothed with numerous backwardly directed hairs.</p> <p>Head nearly half again as broad as long, 34:24; eyes large, nearly three times as long as anteocular region, 17: 6; and about as wide as narrowest point of vertex, 11.5: 11; surface impunctate, minutely rugose and clothed with very scattered inconspicuous hairs; vertex distinctly carinate. Rostrum short, its tip obscured but apparently reaching only to apices of middle coxae; proportion of segments one to three, 14: 13: 10. Antennae over ~ice as long as width of pronotum, 98: 46; proportion of segments, 17: 40: 23: 18.</p> <p>Pronotum less than twice as broad as long, 46: 28; longer than head on median1 •line, 28: 24; disk rather strongly convex, the callosities poorly defined but slightly elevated, smooth; hind margin scarcely concave at middle.</p> <p>Scutellum about as long as wide at base; slightly more than half as wide as pronotum, 25: 46; disk quite strongly convex, smooth only apically.</p> <p>Hemelytra long, the membrane exceeding tip of abdomen by two fifths of its total length; commissure of clavus four fifths as long as scutellum.</p> <p>Color brown above, the front of head reddish on juga and lora and brownish between eyes except for yellow at bases of antennae and along inner margins of eyes. Antennae with first segment pale basally and ferrugineous apically, second segment ferrugineous basally and dark brown apically, third segment white on basal half and dark brown on apical half, fourth segment white on basal fourth and darker apically. Pronotum with pale anterior collar, posterior margin and humeri. Scutellum pale apically. Hemelytra pale brownish with darker brown at middle of clavus, extreme inner apex of corium, and apical two thirds of cuneus. Outer apex of corium tinged with reddish and base of cuneus clear, hyaline. Membrane faintly embrowned throughout. Under surface pale brown tinged with red, the middle of abdominal venter yellow and tarsi very pale.</p> <p>Size: length 4.1 mm., width (pronotum) 1.53 mm.</p> <p>Holotype male, Upi Trail, May S, miscellaneous sweeping, Swezey.</p> <p>The characteristic markings will distinguish this species from other Lygus of Guam and elsewhere. This species is named in honor of Antonio Cruz, Guam agriculturist, who helped us in so many ways during our visit.</p> </div>	https://treatment.plazi.org/id/EC6DA359F53A3F5A4B53EA27F980C33E	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F53B3F5A4BF4ED11FCD2C579.text	EC6DA359F53B3F5A4BF4ED11FCD2C579.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Lygus Hahn 1833	<div><p>62. Lygus species.</p> <p>A single, badly damaged female, Guam, Fullaway (1183) may belong here. All of the tarsi are broken off and the apical portion of the membrane is gone. The specimen is dark brown with ochraceous basal margin of pronotum and base of cuneus. The antennae are relatively strongly incrassate, the vertex is margined behind, and the rostrum is short, though the head is so distorted that it is difficult to determine whether the rostrum would reach the intermediate coxae.</p> </div>	https://treatment.plazi.org/id/EC6DA359F53B3F5A4BF4ED11FCD2C579	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F53B3F554BF0EB5DFE17C47A.text	EC6DA359F53B3F554BF0EB5DFE17C47A.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Nesodaphne marianensis Usinger 1946	<div><p>63. Nesodaphne marianensis, new species.</p> <p>Elongate-oval, densely pubescent, the second antenna! segment with two white rings on basal fourth.</p> <p>Head three fourths as long as broad, 23: 31; abruptly narrowed in front of the eyes, the width of head at this point, one third of total head width, 10.5: 31 interocular space about one third as wide as head, 10: 31; inner margins of eyes deeply concave anteriorly. Clypeus strongly convex, widened apically, beset with numerous long hairs, depressed at base. Juga.strongly convex. Vertex carinate posteriorly. Rostrum reaching a little beyond middle of mesosternum, the first segment reaching about to base of head; proportion of segments, 14: 11: 9: 14. Antennae over twice as long as head and pronotum together, 119: 54; proportion of segments, 27: 52: 23: 17.</p> <p>Pronotum half again as long as head, 32: 23; two thirds as long as broad, 32: 45; strongly and regularly narrowed anteriorly, the width at anterior collar one third as great as across humeri, 16: 45. Collar one fourth as long as wide, 4: 16, feebly convex and briefly emarginate at middle. Pronotal disk moderately convex, slightly depressed behind poorly defined callosities, and beset with ill-defined punctures and long, erect hairs. Disk with 10 clumps of stiffer, black hairs regularly placed, two near middle, six across posterior disk at and between humeri and two behind this near middle.</p> <p>Scutellum scarcely broader than long, 23: 21; convex with a broad depression at middle of base, the disk with poorly defined punctures, long pale hairs, and two clumps of long black hairs.</p> <p>Hemelytra over twice as long as width of pronotum, 100: 45, impunctate, sparsely clothed with erect pale hairs and more densely clothed with appressed white hairs, the actual surface covered with a soft tomentum. Commissure of clavus longer than scutellum, 24:21, the clavus moderately convex. Cerium subflattened, the embolar region depressed and costal margin a little reflexed, moderately arcuate. Cerium less than three times as long as its greatest width, 62: 23. Cuneus twice as long as wide, 21:10, its outer margin feebly arcuate.</p> <p>Color pale testaceous and brownish, the head pale with fulvous on vertex. Rostrum brown at apex. Antennae pale with an oblique brown fascia at base and a broad fulvous area at apex of first segment. Second segment brown with short white pubescence and with two pale rings on basal fourth, one at middle, and one at apex; third segment dark brown except for pale ring at apex, and fourth segment entirely brown. Pronotum fulvous with paler anterior margin of collar, disks of callosities, humeri, and narrow hind margin. Scutellum brownish with a white tomentum, the apex white. Clavus brown with white tomentose spots basally and apically. Cerium with numerous pale spots occupying most of basal half, the costal area interrupted with only two brown areas. Apical half more broadly brown. Cuneus brown at middle and at apex. Membrane dark brown at base, infumate apically, with white on apical angle of areole. Under surface largely pale. Legs pale with median and subapical brown rings on femora, two brown rings on anterior tibiae, three on middle tibiae, and four on posterior tibiae. Tarsi brown.</p> <p>Length 4.83 mm.; width (pronotum) 1.5 mm., (hemelytra) 1.76 mm.</p> <p>Holotype male, Fullaway (1200). This specimen was kindly loaned from the U. S. National Museum by R. I. Sailer. It was discovered among miscellaneous Oriental mirids by T. Y. Hsiao who referred it to me as an undescribed species.</p> <p>N. marianensis is closely allied to knowlesi Kirkaldy, which I have seen from Fiji (Kirkaldy's type), Samoa (Swezey and Zimmerman) and Tahiti (J. M. Clements). N. knowlesi has a smoother head which is less abruptly narrowed in front of the eyes; the rostrum is slightly longer, reaching beyond the middle of the mesosternum; the second antenna! segment has only a single basal pale ring; and the hemelytra are more extensively brown basally.</p> <p>It will be necessary to use the name Tinginotum Kirkaldy (Ent. Soc. London, Trans., 263, 1902) in place of Nesodaphne Kirkaldy (Linn. Soc. N. S. Wales, Proc. 33: 380, 1908) if a study of the genotypes shows the two to be congeneric.</p> </div>	https://treatment.plazi.org/id/EC6DA359F53B3F554BF0EB5DFE17C47A	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F5343F544B49EAEAFAEFC207.text	EC6DA359F5343F544B49EAEAFAEFC207.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Deraeocoris guamensis Usinger 1946	<div><p>64. Deraeocoris guamensis, new species.</p> <p>Elongate-oval, convex, the upper surface almost entirely naked. Scutellum and head impunctate, the head transversely carinate at hind margin. Pronotum and hemelytra coarsely punctate. Rostrum not reaching hind margins of middle coxae. Color brown, marked with reddish ochraceous on head, pronotum, scutellum, and cuneus and with a pale longitudinal fascia on corium adjacent to claval suture.</p> <p>Head a little broader than long, 45: 40, interocular space as wide as an eye; vertex impunctate, distinctly, transversely carinate at base, tylus moderately swollen, feebly impressed at base; juga short, convex, bucullae prominent, flaring. Rostrum reaching onto middle coxae, proportion of segments 25: 22: 20: 28. Antennae less than twice as long as width of pronotum, 152:85; proportion of segments 25:74:29:24, the second segment slightly thickened toward apex.</p> <p>Pronotum half again as broad across humeri as long, 85: 57; rather strongly convex, especially posteriorly, the callosities smooth, impunctate, moderately elevated and somewhat confluent at middle, the rest of disk coarsely punctate, the punctures more than one puncture width apart; feebly depressed behind middle. Sides roundly carinate, strongly sinuate at middle, rounded at anterior angles. Collar nearly as wide as thickest portion of second antenna! segment. Hind margin broadly, convexly rounded and a little sinuate sublaterally.</p> <p>Scutellum almost half again as broad across base as long, 38:28; strongly convex and impunctate. Clavus and corium distinctly punctate. Cuneus more finely and indistinctly so.</p> <p>Color dark brown with reddish ochraceous on basal half of vertex, at insertions of antennae, and laterally and at apex of tylus. Pronotum with three reddish fasciae behind callosities, the longest at middle, tapering posteriorly, and a shorter one on either side sublaterally. Humeral angles reddish ochraceous. Scutellum tinged with red at basal angles and at apex. Hemelytra brown with a partially obscured pale longitudinal line on either side of claval suture. Cuneus reddish at outer basal angle. Membrane entirely clouded, palest apically, brown on and around veins. Under surface brown, the ostiolar area paler. Antennae brownish, the first segment somewhat paler, second segment with a pale ring at base and another at middle, third and fourth narrowly pale basally. Rostrum and legs ochraceous, the femora more or less infuscated with one or two pale rings subapically, tibiae brown, ringed with ochraceous subbasally, at basal fourth, and broadly beyond middle. Tarsi brown basally and apically, pale at middle.</p> <p>Size: length 6.2 mm., width (hemelytra) 2.5 mm.</p> <p>Holotype female, Fullaway (1183).</p> <p>Allied to such large species as celebensis Poppius and discoidalis Poppius but differing in color and antennal proportions.</p></div> 	https://treatment.plazi.org/id/EC6DA359F5343F544B49EAEAFAEFC207	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F5353F574BA3EB2BFCB4C516.text	EC6DA359F5353F574BA3EB2BFCB4C516.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Fulvius angustatus Usinger 1946	<div><p>65. Fulvius angustatus, new species.</p> <p>Slender with margins of coria only moderately rounded, evenly beset with short, thick, dppressed hairs on upper surface, the hairs most conspicuous on hemelytra, restricted to middle of vertex on head.</p> <p>Head slightly longer than broad, 22: 20, the antebcular portion slightly shorter than an eye, 9: 10. Interocular space in the male but little wider than an eye, 7: 6, the vertex feebly longitudinally impressed at middle. Rostrum slightly exceeding apices of hind coxae, the first segment not reaching base of head; proportion of segments approximately 15: 17: 17: 14. Antennae one third longer than costal margin of corium and cuneus, 80: 60, the first segment as long as pronotum at middle, second segment as long as width of pronotum at base, gradually thickened toward apex; proportion of segments 15: 32: 14: 19.</p> <p>Pronotum much shorter on median line than head, 15:22, about as wide across anterior collar as long and over twice as broad posteriorly as long on median line, 32: 15. Anterior collar distinct, front margin feebly concave at middle. Side margins distinctly concave, sinuate, hind margin rather deeply, broadly concave, thus broadly exposing mesonotum. Pronotal disk very finely granulate-punctate as are the disks of head and scutellum, the middle of pronotal disk broadly convex, the subdepressed posterior disk feebly, transversely rugose medially. Mesonotum and scutellum together almost as long at middle as broad at base, the disk of mesonotum smooth and naked antero-laterally and with shorter hairs than scutellum medially.</p> <p>Hemelytra distinctly surpassing tip of abdomen in the male, the cuneus one fifth as long as costal margin of corium (embolium), the so-called embolium (depressed lateral area) occupying only one sixth of total width of corium at level of apex of clavus.</p> <p>Femora with a few very long, fine, erect hairs. Tibiae and tarsi densely clothed with short hairs.</p> <p>Female with relatively smaller antennae, less than one third longer than costal margin of corium and cuneus, 79: 70, the first segment shorter than pronotal length at middle, 15: 17; the second segment distinctly shorter than width of pronotum at base, 31:35, scarcely thickened toward the apex; proportion of segments 15: 31: 15: 18. Interocular space relatively wider, one third wider than an eye, 8: 6. Hemelytra not quite reaching apex of abdomen.</p> <p>Color dark brown, the basal fourth of head and extending briefly beyond at middle of vertex, brownish ochraceous. Mesonotum laterally brownish-ochraceous. Extreme base of corium pale and outer apex of corium just before cuneus white for about the width of embolium. Membrane.uniformly infuscated except for a small pale spot at inner base and darker brown vein. Hairs of upper surface pale. First antenna! segment brown, second paler brownish, fulvous to ochraceous, last two segments more or less infuscated and clothed with long, pale hairs. Rostrum fulvous. Under side brown with somewhat paler base of abdomen. Trochanters, tibiae, and tarsi testaceous. Coxae and femora brownish, the latter paler at apices.</p> <p>Size: male, length 2.9 mm., width (hemelytra) 1 mm.; female, length 3.25 mm., width (hemelytra) 1.1 mm.</p> <p>Holotype male, allotype female, and 14 paratypes, Mt. Alifau-, taken in a rotten papaya log, May 26, Usinger; five paratypes, Machanao, four on June 4 and one on June 30, Swezey and Usinger, one under bark and another under a fallen Pandanus fruit; one paratype, Mt. Tenjo, May 3, Usinger; one paratype, Barrigada, July 6, Swezey; two specimens, Yigo, Nov. 13, ex dead papaya leaves, Swezey.</p> <p>This species does not run out satisfactorily to any of the species in Poppius' key [Acta Soc. Sci. Fennicae 37(4): 29, 1909]. Of the species described since that time, it is perhaps closest to tagalicus Poppius from the Philippines and macgillavryi Poppius from Java. F. tagalictts has a relatively longer prc;motum, as long as the head and nearly as long as broad across hind margin, and macgillavryi has a broader vertex.</p> </div>	https://treatment.plazi.org/id/EC6DA359F5353F574BA3EB2BFCB4C516	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F5363F564B5AEB9BFD84C822.text	EC6DA359F5363F564B5AEB9BFD84C822.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Felisacus ochraceus Usinger 1946	<div><p>66. Felisacus ochraceus, new species (fig. 15).</p> <p>Elongate, shining, pale ochraceous with brown eyes, and brown inner clavus and inner margin of corium apically, the inner half of cuneus red or yellow. Eyes longer than postocular portion of head.</p> <p>Head almost half again as broad across eyes as long, 24: 17, interocular space less than twice as wide as an eye, 10: 7. Eyes very large, longer (as seen from above) than length of postocular portion of head, 9:8. Head cylindrical to basal sixth and then arcuately flaring to hind margins of eyes where the head is two thirds as wide as width across eyes. Rostrum reaching beyond middle of mesosternum. Antennae a little longer than body, 159: 150, first segment cylindrical, only sparsely pubescent, second more slender, the last two very slender and curved; proportion of segments 38: 48: 53: 20.</p> <p>Pronotum over half again as long on median line as head, 28:17; about one fourth broader across humeri than long, 34: 28, the disk evenly convex on both anterior and posterior lobes except for depressed areas sublaterally near humeri; strongly constricted in front of middle and punctate in the constriction. Hind margin distinctly, roundly emarginate in front of scutellum.</p> <p>Hemelytra long, the corial margin a little over twice as long as total length of pronotum, 63: 30, very feebly arcuate posteriorly, the costal margins nearly parallel.</p> <p>Right genital clasper of male straight on basal half, tapering and sickle-shaped on apical half and bent posteriorly. (Broader at base and tapering on apical two thirds in felicicola Kirkaldy.) Left clasper broad on basal half, abruptly narrowed and slender on apical half, this apical arm feebly curved inward and upward.</p> <p>Color testaceous to ochraceous, the hind margin of pronotum at bases of clavi, inner half of clavus, inner margins of corium adjacent to apex of clavus and extending to cuneus, brown. Cuneus reddish or yellow on inner half. Costa! margins of corium at least apically and veins of membrane ochraceous. Elsewhere clear hyaline. Eyes brown to black. First antenna! segment white on basal fourth, fulvous apically, second fuscous tinged with red on apical half, third and fourth infuscated. Under surface pale yellowish testaceous. The legs pale with infuscated tarsal apices.</p> <p>Size: male, length 3.75 mm., width (hemelytra) 0.9 mm.; female, length 4 mm., width (hemelytra) 1 mm.</p> <p>Holotype male, and allotype female, Upi Trail, May 5, Usinger; three paratypes, same data as above, but collected on ferns, Swezey; 10 paratypes, Piti, Aug. 24, on ferns, Swezey; eight specimens, Ritidian Point, April 16, Bryan.</p> <p>F. felicicola Kirkaldy, which I have from Rewa, Fiji, Muir is very similar to ochraceus but has smaller eyes (shorter than postocular portion of head, 8: 9), a slightly longer first antenna! segment and proportionately shorter second antenna! segment (ratio of first and second, 39: 44). The color of felicicola is distinctly fulvous on head.and pronotum and the right genital clasper of the male differs as mentioned above. I have a series from Amboina which differs slightly from either of these, but clearly pertains to the same group of the genus.</p> </div>	https://treatment.plazi.org/id/EC6DA359F5363F564B5AEB9BFD84C822	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
